Authors,Author full names,Author(s) ID,Title,Planet,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Country of Origin,Institution,Affiliations,Authors with affiliations,Funding Texts,Funding Source,Publisher,Language of Original Document,Document Type,Publication Stage,Open Access,Source,EID
Teng R.; Han H.; Chen J.,"Teng, Rui (57193614233); Han, Hongwei (57193606493); Chen, Jilin (57776445500)",57193614233; 57193606493; 57776445500,Rapid Construction of Aerocapture Attainability Sets Using Sequential Convex Programming,Mars,2022,Applied Sciences (Switzerland),12,13,6437,,,,0,10.3390/app12136437,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133217804&doi=10.3390%2fapp12136437&partnerID=40&md5=7b37335fba536701f6b2faec4d70a08a,China,Beijing Inst. Of Technology,"School of Aerospace Engineering, Beijing Institute of Technology, Beijing, 100811, China","Teng R., School of Aerospace Engineering, Beijing Institute of Technology, Beijing, 100811, China; Han H., School of Aerospace Engineering, Beijing Institute of Technology, Beijing, 100811, China; Chen J., School of Aerospace Engineering, Beijing Institute of Technology, Beijing, 100811, China",Funding: This research was funded by the National Natural Science Foundation of China (Grant No. U20B2001).,National Natural Science Foundation of China,MDPI,English,Article,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-85133217804
Moses R.W.; Cheatwood F.M.; Johnston C.O.; Macheret S.O.; Parent B.; Little J.; Austin M.; Aldrin A.; Green J.S.; Williams R.A.,"Moses, Robert W. (57220518954); Cheatwood, F. Mcneil (8919291500); Johnston, Christopher O. (8278703800); Macheret, Sergey O. (7004271044); Parent, Bernard (7005606184); Little, Justin (57646747800); Austin, Matthew (57202789478); Aldrin, Andrew (6507687270); Green, Justin S. (57199008300); Williams, R. Anthony (57203416213)",57220518954; 8919291500; 8278703800; 7004271044; 7005606184; 57646747800; 57202789478; 6507687270; 57199008300; 57203416213,New Magnetohydrodynamic (MHD) Lift Concept for More Efficient Missions to Mars and Neptune,Mars,2022,"AIAA Science and Technology Forum and Exposition, AIAA SciTech Forum 2022",,,AIAA 2022-0934,,,,0,10.2514/6.2022-0934,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123456782&doi=10.2514%2f6.2022-0934&partnerID=40&md5=47d02e61df80f269e5b0c0d58836da4a,United States,NASA Langley Research Center,"NASA Langley Research Center, Hampton, 23681, VA, United States; Purdue University, 701 W. Stadium Ave, West Lafayette, 47907-2045, IN, United States; University of Arizona, Tucson, 85721, AZ, United States; University of Washington, Seattle, 98195, WA, United States; Florida Institute of Technology, Melbourne, 32901, FL, United States; NASA Langley Research Center, Hampton, 23681, VA, United States","Moses R.W., NASA Langley Research Center, Hampton, 23681, VA, United States; Cheatwood F.M., NASA Langley Research Center, Hampton, 23681, VA, United States; Johnston C.O., NASA Langley Research Center, Hampton, 23681, VA, United States; Macheret S.O., Purdue University, 701 W. Stadium Ave, West Lafayette, 47907-2045, IN, United States; Parent B., University of Arizona, Tucson, 85721, AZ, United States; Little J., University of Washington, Seattle, 98195, WA, United States; Austin M., Florida Institute of Technology, Melbourne, 32901, FL, United States; Aldrin A., Florida Institute of Technology, Melbourne, 32901, FL, United States; Green J.S., NASA Langley Research Center, Hampton, 23681, VA, United States; Williams R.A., NASA Langley Research Center, Hampton, 23681, VA, United States",The authors thank NASA Innovative Concepts (NIAC) for the support and funding that made this study possible.,NASA,"American Institute of Aeronautics and Astronautics Inc, AIAA",English,Conference paper,Final,,Scopus,2-s2.0-85123456782
Heidrich C.R.; Holzinger M.J.; Braun R.D.,"Heidrich, Casey R. (57202036483); Holzinger, Marcus J. (34872399600); Braun, Robert D. (7402220888)",57202036483; 34872399600; 7402220888,Optimal Information Filtering for Robust Aerocapture Trajectory Generation and Guidance,Generic,2022,Journal of Spacecraft and Rockets,59,2,,524,537,13,1,10.2514/1.A35175,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127505446&doi=10.2514%2f1.A35175&partnerID=40&md5=b9f38614b4245317fc64888af90c27b8,United States,"Univ. of Colorado, Boulder","University of Colorado Boulder, Boulder, 80309, CO, United States; California Institute of Technology, Pasadena, 91125, CA, United States","Heidrich C.R., University of Colorado Boulder, Boulder, 80309, CO, United States; Holzinger M.J., University of Colorado Boulder, Boulder, 80309, CO, United States; Braun R.D., California Institute of Technology, Pasadena, 91125, CA, United States",The first author was supported by a U.S. Department of Education Graduate Assistance in Areas of National Need Fellowship in Critical Aerospace Technologies at the University of Colorado Boulder (P200A180014) and a NASA Space Technology Research Fellowship (NNX17AG09H).,NASA,AIAA International,English,Article,Final,,Scopus,2-s2.0-85127505446
Deshmukh R.G.; Spencer D.A.; Dutta S.,"Deshmukh, Rohan G. (57211206116); Spencer, David A. (57222566323); Dutta, Soumyo (36697841900)",57211206116; 57222566323; 36697841900,Flight control methodologies for Neptune aerocapture trajectories,Neptune,2022,Acta Astronautica,193,,,255,268,13,2,10.1016/j.actaastro.2022.01.004,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123048285&doi=10.1016%2fj.actaastro.2022.01.004&partnerID=40&md5=1eaed0b9038472dc9ce304f2eb1c06ba,United States,AMA Inc.,"Analytical Mechanics Associates, 21 Enterprise Pkwy, Hampton, 23666, VA, United States; Jet Propulsion Laboratory, 4800 Oak Grove Drive, Pasadena, 91109, CA, United States; NASA Langley Research Center, 1 Nasa Drive, Hampton, 23666, VA, United States","Deshmukh R.G., Analytical Mechanics Associates, 21 Enterprise Pkwy, Hampton, 23666, VA, United States; Spencer D.A., Jet Propulsion Laboratory, 4800 Oak Grove Drive, Pasadena, 91109, CA, United States; Dutta S., NASA Langley Research Center, 1 Nasa Drive, Hampton, 23666, VA, United States",,NA,Elsevier Ltd,English,Article,Final,,Scopus,2-s2.0-85123048285
Grace M.J.; McMahon J.W.,"Grace, M.J. (57429718100); McMahon, Jay W. (35264616900)",57429718100; 35264616900,Two-Stage Polynomial Chaos Expansion: An Extension of Uncertainty Quantification Techniques for Multi-Modal Distributions in Aerocapture,Generic,2022,"AIAA Science and Technology Forum and Exposition, AIAA SciTech Forum 2022",,,AIAA 2022-1769,,,,0,10.2514/6.2022-1769,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123570654&doi=10.2514%2f6.2022-1769&partnerID=40&md5=d389af82db5bbef5f91256110fa33af3,United States,"Univ. of Colorado, Boulder","University of Colorado Boulder, Boulder, 80303, CO, United States","Grace M.J., University of Colorado Boulder, Boulder, 80303, CO, United States; McMahon J.W., University of Colorado Boulder, Boulder, 80303, CO, United States",,NA,"American Institute of Aeronautics and Astronautics Inc, AIAA",English,Conference paper,Final,,Scopus,2-s2.0-85123570654
Grace M.J.; Burnett E.R.; McMahon J.W.,"Grace, Melis J. (57429718100); Burnett, Ethan R. (57196020825); McMahon, Jay W. (35264616900)",57429718100; 57196020825; 35264616900,Quasi-Initial Conditions as a State Representation for Aerocapture Guidance,Generic,2022,"AIAA Science and Technology Forum and Exposition, AIAA SciTech Forum 2022",,,AIAA 2022-1652,,,,0,10.2514/6.2022-1652,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123576154&doi=10.2514%2f6.2022-1652&partnerID=40&md5=eee15b93e78627041f4c4563e2436162,United States,"Univ. of Colorado, Boulder","Ann and H.J. Smead Department of Aerospace Engineering Sciences, University of Colorado Boulder, United States","Grace M.J., Ann and H.J. Smead Department of Aerospace Engineering Sciences, University of Colorado Boulder, United States; Burnett E.R., Ann and H.J. Smead Department of Aerospace Engineering Sciences, University of Colorado Boulder, United States; McMahon J.W., Ann and H.J. Smead Department of Aerospace Engineering Sciences, University of Colorado Boulder, United States",,NA,"American Institute of Aeronautics and Astronautics Inc, AIAA",English,Conference paper,Final,,Scopus,2-s2.0-85123576154
Giordano C.; Topputo F.,"Giordano, Carmine (57211201728); Topputo, Francesco (8712815100)",57211201728; 8712815100,"Aeroballistic Capture at Mars: Modeling, Optimization, and Assessment",Mars,2022,Journal of Spacecraft and Rockets,59,4,,1317,1331,14,0,10.2514/1.A35176,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134658644&doi=10.2514%2f1.A35176&partnerID=40&md5=918d201d9445ce60bf2e1b7fddb0f274,Italy,Politecnico di Milano,"Polytechnic University of Milan, Milan, 20156, Italy","Giordano C., Polytechnic University of Milan, Milan, 20156, Italy; Topputo F., Polytechnic University of Milan, Milan, 20156, Italy",,NA,AIAA International,English,Article,Final,All Open Access; Green Open Access,Scopus,2-s2.0-85134658644
Ridderhof J.; Tsiotras P.,"Ridderhof, Jack (57201390459); Tsiotras, Panagiotis (7006580129)",57201390459; 7006580129,Chance-Constrained Covariance Steering in a Gaussian Random Field via Successive Convex Programming,Generic,2022,"Journal of Guidance, Control, and Dynamics",45,4,,599,610,11,2,10.2514/1.G005941,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127022325&doi=10.2514%2f1.G005941&partnerID=40&md5=9470f5355e639f333b0445045dbbb80f,United States,Georgia Inst. Of Technology,"Georgia Institute of Technology, Atlanta, 30332, GA, United States","Ridderhof J., Georgia Institute of Technology, Atlanta, 30332, GA, United States; Tsiotras P., Georgia Institute of Technology, Atlanta, 30332, GA, United States",This work was supported by NASA Space Technology Research Fellowship award 80NSSC17K0093.,NASA,AIAA International,English,Article,Final,All Open Access; Green Open Access,Scopus,2-s2.0-85127022325
Cihan I.H.; Kluever C.A.,"Cihan, Ibrahim H. (57220962623); Kluever, Craig A. (57207668371)",57220962623; 57207668371,Analytical Guidance for Mars Aerocapture via Drag Modulation,Mars,2022,Journal of the Astronautical Sciences,69,3,,857,878,21,1,10.1007/s40295-022-00316-0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127627850&doi=10.1007%2fs40295-022-00316-0&partnerID=40&md5=f1e6418ed80cb8257b5d755fcf86b06b,United States,Tarsus Univ.,"Aerospace Engineering, Faculty of Aeronautics and Astronautics, Tarsus University, Mersin, Tarsus, Turkey; Mechanical and Aerospace Engineering, University of Missouri, Columbia, 65211, MO, United States","Cihan I.H., Aerospace Engineering, Faculty of Aeronautics and Astronautics, Tarsus University, Mersin, Tarsus, Turkey; Kluever C.A., Mechanical and Aerospace Engineering, University of Missouri, Columbia, 65211, MO, United States",,NA,Springer,English,Article,Final,,Scopus,2-s2.0-85127627850
Salotti J.-M.,"Salotti, Jean-Marc (8423098000)",8423098000,Launcher size optimization for a crewed Mars mission,Mars,2022,Acta Astronautica,191,,,235,244,9,1,10.1016/j.actaastro.2021.11.016,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119428396&doi=10.1016%2fj.actaastro.2021.11.016&partnerID=40&md5=f6e926cb60efb970acaba4e7ccbab1a9,France,Univ. of Bordeaux,"Univ. Bordeaux, CNRS, Bordeaux INP, IMS, UMR 5218, F-33400, Talence, France; INRIA, IMS, UMR 5218, F-33400, Talence, France; Association Planète Mars, France","Salotti J.-M., Univ. Bordeaux, CNRS, Bordeaux INP, IMS, UMR 5218, F-33400, Talence, France, INRIA, IMS, UMR 5218, F-33400, Talence, France, Association Planète Mars, France",,NA,Elsevier Ltd,English,Article,Final,All Open Access; Green Open Access; Hybrid Gold Open Access,Scopus,2-s2.0-85119428396
Geiser J.K.; Matz D.A.,"Geiser, Joshua K. (57419351000); Matz, Daniel A. (35771305000)",57419351000; 35771305000,Optimal Angle of Attack Control for Aerocapture Maneuvers,Mars,2022,"AIAA Science and Technology Forum and Exposition, AIAA SciTech Forum 2022",,,AIAA 2022-0608,,,,0,10.2514/6.2022-0608,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123222920&doi=10.2514%2f6.2022-0608&partnerID=40&md5=ef17cfe357e2220547ef6924e44c868b,United States,NASA Johnson Space Center,"NASA Johnson Space Center, Houston, 77058, TX, United States","Geiser J.K., NASA Johnson Space Center, Houston, 77058, TX, United States; Matz D.A., NASA Johnson Space Center, Houston, 77058, TX, United States",,NASA,"American Institute of Aeronautics and Astronautics Inc, AIAA",English,Conference paper,Final,,Scopus,2-s2.0-85123222920
Girija A.P.; Saikia S.J.; Longuski J.M.; Lu Y.; Cutts J.A.,"Girija, Athul Pradeepkumar (57202922901); Saikia, Sarag J. (56122625200); Longuski, James M. (7005214433); Lu, Ye (57193554127); Cutts, James A. (7007085257)",57202922901; 56122625200; 7005214433; 57193554127; 7007085257,Quantitative Assessment of Aerocapture and Applications to Future Solar System Exploration,Generic,2022,Journal of Spacecraft and Rockets,59,4,,1074,1095,21,3,10.2514/1.A35214,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134671898&doi=10.2514%2f1.A35214&partnerID=40&md5=b9143a894227698379f5aa5d6fa713bd,United States,Purdue Univ.,"Purdue University, West Lafayette, 47907, IN, United States; Kent State University, Kent, 44242, OH, United States; Jet Propulsion Laboratory, California Institute of Technology, Pasadena, 91109, CA, United States","Girija A.P., Purdue University, West Lafayette, 47907, IN, United States; Saikia S.J., Purdue University, West Lafayette, 47907, IN, United States; Longuski J.M., Purdue University, West Lafayette, 47907, IN, United States; Lu Y., Kent State University, Kent, 44242, OH, United States; Cutts J.A., Jet Propulsion Laboratory, California Institute of Technology, Pasadena, 91109, CA, United States",The authors acknowledge Alec Mudek at Purdue University for generating Earth–Venus trajectory data using STOUR. The authors acknowledge Anastassios Petropoulos at the NASA Jet Propulsion Laboratory and Nitin Arora formerly at the NASA Jet Propulsion Laboratory for providing the interplanetary trajectory data for Uranus and Neptune. The authors acknowledge Alex Austin at the NASA Jet Propulsion Laboratory and Soumyo Dutta at the NASA Langley Research Center for many helpful discussions related to various ongoing aerocapture technology development efforts.,NA,AIAA International,English,Article,Final,,Scopus,2-s2.0-85134671898
Roelke E.; McMahon J.W.; Braun R.D.; Hattis P.D.,"Roelke, Evan (56814957600); McMahon, Jay W. (35264616900); Braun, Robert D. (7402220888); Hattis, Philip D. (7003845980)",56814957600; 35264616900; 7402220888; 7003845980,Multi-Event Jettison Guidance Approaches for Drag-Modulation Aerocapture,Venus,2022,Journal of Spacecraft and Rockets,59,1,,190,202,12,1,10.2514/1.A35059,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123639305&doi=10.2514%2f1.A35059&partnerID=40&md5=81346c1044157f708a73e97ebf7b62ad,United States,"Univ. of Colorado, Boulder","Ann and H. J. Smead Aerospace Engineering Sciences, University of Colorado Boulder, Boulder, 80309, CO, United States; Jet Propulsion Laboratory, California Institute of Technology, Pasadena, 91109, CA, United States; The Charles Stark Draper Laboratory Inc, 555 Technology Square, Cambridge, 02139, MA, United States","Roelke E., Ann and H. J. Smead Aerospace Engineering Sciences, University of Colorado Boulder, Boulder, 80309, CO, United States; McMahon J.W., Ann and H. J. Smead Aerospace Engineering Sciences, University of Colorado Boulder, Boulder, 80309, CO, United States; Braun R.D., Jet Propulsion Laboratory, California Institute of Technology, Pasadena, 91109, CA, United States; Hattis P.D., The Charles Stark Draper Laboratory Inc, 555 Technology Square, Cambridge, 02139, MA, United States","This work was funded by The Charles Stark Draper Laboratory, Inc., Fellowship program.",Charles Stark Draper Lab,AIAA International,English,Article,Final,,Scopus,2-s2.0-85123639305
